Order,Lot Area,Overall Qual,Overall Cond,Central Air,Bedroom AbvGr,Kitchen AbvGr,TotRms AbvGrd,Fireplaces,Paved Drive,Wood Deck SF,SalePrice,TotalSF,TotalFloorSF,TotalBathrooms,HasBasement,HasGarage,HasPorch,HasPool,WasRemodeled,IsNew,WasCompleted,Bldg Type_2fmCon,Bldg Type_Duplex,Bldg Type_Twnhs,Bldg Type_TwnhsE
2223,21000,6,5,1,3,1,7,2,2,166,217000,4068.0,2259,3.0,1,1,1,0,0,0,1,0,0,0,0
2224,25485,6,4,1,3,1,6,3,2,0,201000,3120.0,1560,1.5,1,1,1,0,0,0,1,0,0,0,0
2225,21579,6,6,1,3,1,7,2,2,0,215000,2976.0,1488,2.5,1,1,1,0,0,0,1,0,0,0,0
2226,1782,6,6,1,2,1,5,1,2,180,123900,1561.0,1045,1.0,1,1,0,0,0,0,1,0,0,1,0
2227,17871,4,5,1,4,1,7,0,2,152,170000,3360.0,1680,2.0,1,1,0,0,1,0,1,0,0,0,0
2228,3907,8,5,1,1,1,4,0,2,135,200000,2024.0,1020,2.0,1,1,0,0,0,0,1,0,0,0,1
2229,20693,7,5,1,3,1,7,2,2,0,198000,3392.0,1696,2.0,1,1,1,0,0,0,1,0,0,0,0
2230,32668,6,3,1,4,2,9,2,2,0,200624,4550.0,2515,4.0,1,1,1,0,1,0,1,0,0,0,0
2231,18044,8,5,1,2,1,6,1,2,216,315000,3005.0,2726,2.5,1,1,1,1,0,0,1,0,0,0,0
2232,8500,5,7,0,3,1,7,0,0,0,115000,2310.0,1517,2.0,1,0,1,0,1,0,1,0,0,0,0
2233,7000,6,7,1,3,1,6,0,2,0,141000,1935.0,1215,1.0,1,1,1,0,1,0,1,0,0,0,0
2234,5000,5,6,0,2,1,5,0,2,0,87000,1523.0,803,1.0,1,1,1,0,1,0,1,0,0,0,0
2235,7288,5,7,1,3,1,6,0,0,0,129850,2537.0,1601,2.0,1,0,1,0,1,0,1,0,0,0,0
2236,6060,4,5,1,3,1,4,0,1,0,100000,1855.0,1123,1.0,1,1,1,0,1,0,1,0,0,0,0
2237,9060,5,6,1,3,1,6,0,2,174,150909,2687.0,1828,2.0,1,1,1,0,1,0,1,0,0,0,0
2238,3672,5,7,1,2,1,5,0,0,0,75200,1632.0,816,1.0,1,1,1,0,1,0,1,0,0,0,0
2239,8263,6,5,1,2,1,6,1,2,0,118400,2024.0,1012,1.0,1,1,1,0,1,0,1,0,0,0,0
2240,8967,5,2,1,2,1,6,0,0,0,67000,2038.0,1077,1.0,1,1,0,0,1,0,1,0,0,0,0
2241,13710,5,5,1,4,1,6,0,2,289,152000,2468.0,1558,1.5,1,1,0,0,0,0,1,0,0,0,0
2242,11067,2,4,1,1,1,4,0,0,48,68104,845.0,640,1.0,0,1,0,0,1,0,1,0,0,0,0
2243,8250,5,6,0,4,2,9,0,0,0,119600,2948.0,1991,2.0,1,0,1,0,1,0,1,1,0,0,0
2244,6565,4,6,1,3,1,6,0,2,0,140000,2146.0,1073,2.0,1,1,1,0,1,0,1,0,0,0,0
2245,6060,5,9,1,2,1,5,0,0,154,124900,1838.0,1001,1.0,1,1,1,0,1,0,1,0,0,0,0
2246,5568,8,5,1,2,1,5,1,2,123,375000,3198.0,1625,3.5,1,1,1,0,1,1,0,0,0,0,1
2247,4750,8,5,1,2,1,5,1,2,123,235000,3198.0,1625,3.5,1,1,1,0,1,1,1,0,0,0,1
2248,12150,6,6,1,2,1,5,1,2,84,183500,2300.0,1299,3.0,1,1,1,0,0,0,1,0,0,0,0
2249,7540,6,6,1,2,1,5,1,2,0,156000,1800.0,912,2.0,1,1,1,0,0,0,1,0,0,0,0
2250,9187,6,5,1,3,1,5,0,2,120,134000,2164.0,1080,1.5,1,1,1,0,0,0,1,0,0,0,0
2251,10000,5,5,1,3,1,6,1,2,168,215000,2833.0,1392,2.0,1,1,1,0,0,1,1,0,0,0,0
2252,12864,7,5,1,1,1,4,1,2,0,245000,2818.0,1409,2.5,1,1,1,0,0,1,1,0,0,0,0
2253,9928,7,5,1,3,1,6,1,2,114,210000,2932.0,1478,3.0,1,1,1,0,1,0,1,0,0,0,0
2254,8750,7,6,1,3,0,4,0,2,192,148000,1770.0,918,1.5,1,1,1,0,0,0,1,0,0,0,0
2255,8410,6,6,1,2,1,5,1,2,193,143000,1996.0,1026,2.0,1,1,0,0,0,0,1,0,0,0,0
2256,4054,7,6,1,2,1,5,2,2,240,244000,3002.0,1501,3.0,1,1,0,0,0,0,1,0,0,0,1
2257,9763,7,5,1,1,1,5,1,2,0,330000,3004.0,1502,2.5,1,1,0,0,0,0,1,0,0,0,1
2258,16905,5,6,1,2,1,5,2,1,0,170000,2678.0,1328,2.0,1,1,1,0,0,0,1,0,0,0,0
2259,19958,6,8,1,4,1,7,1,2,274,257000,2864.0,2279,2.5,1,1,1,0,1,0,1,0,0,0,0
2260,8368,7,5,1,3,1,7,0,2,100,231713,3378.0,1689,2.0,1,1,1,0,1,1,0,0,0,0,0
2261,8298,8,5,1,2,1,6,1,2,132,267300,3110.0,1564,2.0,1,1,0,0,1,1,0,0,0,0,0
2262,9037,8,5,1,2,1,6,1,2,120,265900,2960.0,1484,2.0,1,1,1,0,0,1,1,0,0,0,0
2263,10991,8,5,1,3,1,7,1,2,100,239000,3142.0,1571,2.0,1,1,1,0,0,1,0,0,0,0,0
2264,10656,8,5,1,3,1,6,1,2,192,248900,3284.0,1646,2.0,1,1,1,0,1,1,0,0,0,0,0
2265,10331,7,7,1,3,1,6,0,2,232,174000,2505.0,1240,2.5,1,1,0,0,0,0,1,0,0,0,0
2266,13758,7,5,1,3,1,7,1,2,168,187500,2873.0,1717,2.5,1,1,1,0,1,0,1,0,0,0,0
2267,9303,6,5,1,3,1,7,0,2,144,204000,2628.0,1756,3.5,1,1,1,0,1,0,1,0,0,0,0
2268,6718,8,5,1,2,1,5,0,2,256,180500,2579.0,1312,2.0,1,1,1,0,0,1,1,0,0,0,0
2269,9590,7,5,1,3,1,6,1,2,160,187500,2014.0,1146,3.0,1,1,1,0,0,1,1,0,0,0,0
2270,11305,8,5,1,2,1,6,1,2,201,282000,3844.0,1922,3.0,1,1,1,0,0,1,1,0,0,0,0
2271,7777,6,5,1,3,1,7,1,2,0,178000,2982.0,1491,2.0,1,1,1,0,0,0,1,0,0,0,0
2272,14536,8,5,1,3,1,9,1,2,0,270000,3245.0,1629,3.0,1,1,1,0,1,1,1,0,0,0,0
2273,11800,7,5,1,5,1,10,1,2,143,279900,3608.0,2486,4.5,1,1,1,0,1,1,1,0,0,0,0
2274,35133,5,4,1,3,1,5,2,2,0,186700,3144.0,1572,2.5,1,1,1,0,0,0,1,0,0,0,0
2275,15306,8,5,1,3,1,7,1,2,0,283463,3508.0,1776,3.0,1,1,0,0,1,1,0,0,0,0,0
2276,12633,10,5,1,3,1,8,1,2,160,392000,3648.0,1824,2.0,1,1,1,0,1,1,0,0,0,0,0
2277,12665,8,5,1,4,1,9,1,2,144,281213,3576.0,2482,2.5,1,1,1,0,1,1,1,0,0,0,0
2278,8402,5,5,1,3,1,6,0,2,0,147000,2240.0,1120,1.0,1,0,1,0,0,1,0,0,0,0,0
2279,43500,3,5,1,2,1,9,0,0,483,130000,2034.0,2034,1.0,0,1,1,1,0,0,1,0,0,0,0
2280,6710,6,5,1,0,1,3,0,2,0,140000,1856.0,936,2.5,1,1,1,0,1,0,1,0,0,0,1
2281,25286,4,5,1,3,1,5,0,2,0,132250,2104.0,1040,2.0,1,1,0,0,0,0,1,0,0,0,0
2282,25000,5,4,1,4,2,8,0,1,0,143000,3264.0,1632,2.0,1,1,0,0,0,0,1,0,1,0,0
2283,32463,4,4,1,3,1,7,1,2,439,168000,2871.0,1622,2.0,1,1,0,0,1,0,1,1,0,0,0
2284,4224,5,7,1,3,1,6,1,2,100,129900,2100.0,1060,2.0,1,1,1,0,0,0,1,0,0,0,1
2285,4224,5,5,1,3,1,6,1,2,536,134000,2284.0,1142,2.5,1,1,1,0,0,0,1,0,0,0,1
2286,1504,4,4,1,3,1,5,0,2,0,85500,1638.0,1092,1.5,1,1,0,0,0,0,1,0,0,1,0
2287,1533,4,5,1,2,1,4,0,2,112,106500,1522.0,992,2.0,1,1,1,0,0,0,1,0,0,1,0
2288,1495,4,6,1,3,1,5,0,2,0,93900,1638.0,1092,1.5,1,0,1,0,0,0,1,0,0,0,1
2289,2001,4,5,1,3,1,6,0,2,0,75000,1638.0,1092,1.5,1,1,0,0,0,0,1,0,0,1,0
2290,1936,4,6,1,1,1,3,0,2,0,84500,1260.0,630,2.0,1,0,0,0,0,0,1,0,0,1,0
2291,1890,4,3,1,3,1,6,0,2,0,75190,1638.0,1092,1.5,1,1,0,0,0,0,1,0,0,1,0
2292,11333,6,5,1,3,1,5,2,2,120,146800,2091.0,1062,2.0,1,1,0,0,0,0,1,0,0,0,0
2293,9129,5,5,1,1,1,4,1,2,201,153500,1931.0,1008,2.0,1,1,1,0,0,0,1,0,0,0,0
2294,15957,6,6,1,3,1,6,1,2,1424,188000,2600.0,1356,4.0,1,1,0,0,0,0,1,0,0,0,0
2295,33983,5,6,1,3,1,6,2,1,690,196000,2836.0,1676,2.5,1,1,1,0,1,0,1,0,0,0,0
2296,8286,5,7,1,3,1,6,1,2,0,157000,2148.0,1432,2.5,1,1,1,0,0,0,1,0,0,0,0
2297,6723,5,7,1,2,1,5,0,2,129,138000,1592.0,796,1.5,1,0,0,0,0,0,1,0,0,0,0
2298,7244,5,7,1,2,1,5,0,2,104,129500,1536.0,768,2.0,1,1,0,0,0,0,1,0,0,0,0
2299,27697,4,3,0,3,1,6,0,2,152,80000,3004.0,1608,1.0,1,1,1,0,0,0,1,0,0,0,0
2300,7599,4,6,1,2,1,4,0,2,0,129500,1690.0,845,2.0,1,1,0,0,1,0,1,0,0,0,0
2301,11000,5,6,1,3,1,6,0,2,0,135000,2268.0,1178,2.5,1,1,1,0,1,0,1,0,0,0,0
2302,8314,5,7,1,2,1,5,0,2,168,124500,1632.0,816,1.0,1,1,0,0,0,0,1,0,0,0,0
2303,11625,5,7,1,2,1,4,0,2,330,139000,1632.0,816,2.0,1,1,0,0,0,0,1,0,0,0,0
2304,10712,5,5,1,3,1,5,0,2,0,93500,1948.0,974,1.0,1,0,1,0,1,0,1,0,0,0,0
2305,10447,5,6,1,3,1,5,0,2,140,124500,1751.0,887,1.5,1,1,0,0,0,0,1,0,0,0,0
2306,11027,6,5,1,2,1,5,0,2,280,149900,2471.0,1293,3.0,1,1,0,0,0,0,1,0,0,0,0
2307,10533,6,6,1,2,1,5,2,2,0,157500,2032.0,1024,2.0,1,1,1,0,0,0,1,0,0,0,0
2308,11765,5,5,1,3,1,7,1,2,0,169000,3414.0,1797,1.5,1,1,0,0,0,0,1,0,0,0,0
2309,39384,6,6,1,1,1,4,2,2,0,252000,3095.0,1390,2.5,1,1,1,0,0,0,1,0,0,0,0
2310,11727,7,6,1,3,1,8,1,2,0,192100,3702.0,1851,2.0,1,1,1,0,0,0,1,0,0,0,0
2311,8238,6,5,1,3,1,6,1,2,421,183500,2338.0,1525,3.5,1,1,1,0,1,0,1,0,0,0,0
2312,13006,7,5,1,4,1,8,1,2,0,222000,3200.0,2236,2.5,1,1,0,0,0,0,1,0,0,0,0
2313,13041,6,5,1,3,1,7,1,2,0,170000,2452.0,1671,2.5,1,1,1,0,0,0,1,0,0,0,0
2314,13031,6,5,1,3,1,6,1,2,315,187500,2189.0,1498,2.5,1,1,1,0,1,0,1,0,0,0,0
2315,9783,6,5,1,3,1,7,1,2,286,202000,2597.0,1776,2.5,1,1,1,0,0,0,1,0,0,0,0
2316,11207,6,5,1,3,1,8,1,2,95,185000,2313.0,1511,3.5,1,1,1,0,0,0,1,0,0,0,0
2317,19378,7,5,1,4,1,9,1,2,239,320000,3854.0,2462,3.5,1,1,1,0,1,1,0,0,0,0,0
2318,14859,7,5,1,3,1,7,1,2,144,240000,3340.0,1670,2.0,1,1,1,0,0,1,0,0,0,0,0
2319,13128,8,5,1,4,1,7,1,2,0,250000,3138.0,2064,2.5,1,1,1,0,0,1,1,0,0,0,0
2320,10463,8,5,1,3,1,8,1,2,0,239900,2694.0,1801,2.5,1,1,1,0,0,1,1,0,0,0,0
2321,13751,7,5,1,3,1,9,1,2,237,309000,3912.0,2212,3.5,1,1,1,0,1,1,0,0,0,0,0
2322,23257,7,5,1,3,1,9,1,2,0,274725,2889.0,2021,2.5,1,1,1,0,0,1,0,0,0,0,0
2323,13108,8,5,1,4,1,9,0,2,168,270000,4749.0,2687,2.5,1,1,1,0,0,0,1,0,0,0,0
2324,8076,6,6,1,3,1,6,1,2,0,183500,2329.0,1169,2.5,1,1,1,0,1,0,1,0,0,0,0
2325,7685,6,5,1,3,1,6,1,2,190,165600,2198.0,1501,2.5,1,1,1,0,1,0,1,0,0,0,0
2326,9084,7,5,1,3,1,8,1,2,0,176500,2567.0,1632,2.5,1,1,1,0,0,0,1,0,0,0,0
2327,3701,8,5,1,2,1,5,0,2,120,130000,2395.0,1204,2.0,1,1,1,0,0,0,1,0,0,0,1
2328,5306,7,7,1,2,1,5,1,2,441,239000,2831.0,1767,3.0,1,1,1,0,0,0,1,0,0,0,1
2329,6563,8,5,1,2,1,5,1,2,114,275000,3484.0,1742,3.0,1,1,1,0,0,0,1,0,0,0,0
2330,16023,9,5,1,3,1,11,1,2,182,457347,4196.0,2798,4.5,1,1,1,0,1,1,0,0,0,0,0
2331,18062,10,5,1,5,1,10,1,2,204,545224,4918.0,3390,3.5,1,1,1,0,0,1,0,0,0,0,0
2332,12292,9,5,1,4,1,11,1,2,246,356383,3567.0,2473,2.5,1,1,1,0,0,1,0,0,0,0,0
2333,16056,9,5,1,4,1,11,1,2,214,556581,4860.0,2868,3.5,1,1,1,0,1,1,0,0,0,0,0
2334,12438,8,5,1,4,1,10,1,2,324,361919,3810.0,2576,2.5,1,1,1,0,0,1,0,0,0,0,0
2335,16052,10,5,1,4,1,11,1,2,250,535000,4548.0,2698,3.5,1,1,0,0,0,1,0,0,0,0,0
2336,15922,9,5,1,4,1,10,1,2,272,401179,4185.0,2795,3.5,1,1,1,0,1,1,0,0,0,0,0
2337,13682,10,5,1,3,1,10,1,2,192,438780,4355.0,2945,3.5,1,1,1,0,0,1,0,0,0,0,0
2338,14762,5,6,1,2,1,7,1,1,120,169000,2320.0,2267,2.0,0,1,1,0,1,0,1,0,0,0,0
2339,34650,5,5,0,3,1,5,0,2,264,145000,2112.0,1056,2.0,1,1,0,0,0,0,1,1,0,0,0
2340,8147,9,5,1,2,1,7,1,2,156,318000,3428.0,1714,3.0,1,1,1,0,0,1,1,0,0,0,1
2341,11302,8,5,1,3,1,7,1,2,180,319000,3640.0,1826,3.0,1,1,1,0,1,1,0,0,0,0,0
2342,18261,9,5,1,3,1,8,2,2,351,470000,3910.0,2000,3.5,1,1,1,0,0,1,1,0,0,0,0
2343,14145,7,7,1,3,1,8,0,2,108,202500,2829.0,1621,3.0,1,1,1,0,1,0,1,0,0,0,0
2344,13837,7,5,1,4,1,9,0,2,0,229000,3387.0,2183,2.5,1,1,0,0,0,0,1,0,0,0,0
2345,16659,7,7,1,3,1,9,1,2,0,235000,3058.0,2263,3.5,1,1,1,0,1,0,1,0,0,0,0
2346,18800,6,5,1,3,1,6,1,2,306,190000,2370.0,1574,3.5,1,1,1,0,0,0,1,0,0,0,0
2347,10464,6,6,1,2,1,5,1,2,140,169000,2090.0,1102,2.0,1,1,1,0,0,0,1,0,0,0,0
2348,10400,7,5,1,3,1,6,1,2,197,241500,3717.0,1872,2.5,1,1,1,0,0,0,1,0,0,0,0
2349,10530,7,5,1,4,1,8,1,2,400,188900,2802.0,1857,2.5,1,1,1,0,0,0,1,0,0,0,0
2350,10240,6,6,1,3,1,7,1,2,384,207500,3372.0,1686,3.0,1,1,1,0,0,0,1,0,0,0,0
2351,16692,7,5,1,5,1,12,2,2,0,250000,4176.0,2784,4.5,1,1,1,1,0,0,1,0,0,0,0
2352,11475,6,6,1,3,1,6,1,2,209,179900,2265.0,1552,3.5,1,1,1,0,0,0,1,0,0,0,0
2353,9927,7,5,1,2,1,5,1,2,444,172000,2130.0,1083,2.0,1,1,1,0,0,0,1,0,0,0,0
2354,9512,7,5,1,3,1,8,1,2,0,294323,3278.0,2318,3.5,1,1,1,0,1,1,0,0,0,0,0
2355,10530,6,6,1,3,1,8,1,2,48,184500,2550.0,1875,3.0,1,1,1,0,1,0,1,0,0,0,0
2356,10140,5,6,1,3,1,6,0,2,0,153500,2130.0,1074,2.5,1,1,1,0,0,0,1,0,0,0,0
2357,10140,7,5,1,4,1,8,1,2,0,162900,2496.0,1664,2.5,1,1,1,0,0,0,1,0,0,0,0
2358,10140,6,6,1,3,1,5,1,2,265,181000,2349.0,1309,2.5,1,1,0,1,1,0,1,0,0,0,0
2359,10000,6,6,1,3,1,6,0,2,295,155000,2206.0,1103,2.0,1,1,1,0,0,0,1,0,0,0,0
2360,15870,5,5,1,3,1,6,0,2,240,138800,2192.0,1096,2.0,1,1,1,0,0,0,1,0,0,0,0
2361,9353,4,5,1,3,1,5,0,2,0,116050,1728.0,864,1.0,1,1,0,0,0,0,1,0,0,0,0
2362,8125,4,4,1,3,1,5,0,2,0,88000,1716.0,858,1.0,1,0,0,0,0,0,1,0,0,0,0
2363,7200,4,4,1,3,1,5,0,2,63,97500,1738.0,874,1.5,1,1,0,0,0,0,1,0,0,0,0
2364,8773,6,5,1,2,1,4,0,2,196,190000,2906.0,1419,3.0,1,1,1,0,0,1,1,0,0,0,1
2365,2760,6,5,1,3,1,6,0,2,0,105500,1617.0,1092,1.5,1,1,0,0,0,0,1,0,0,0,1
2366,2160,5,6,1,3,1,7,1,2,0,125500,2130.0,1365,1.5,1,1,1,0,0,0,1,0,0,0,1
2367,1953,6,5,1,2,1,5,0,2,72,83000,1470.0,987,1.5,1,1,0,0,0,0,1,0,0,1,0
2368,1890,6,7,1,3,1,6,0,2,0,116000,1524.0,1030,1.5,1,1,0,0,0,0,1,0,0,1,0
2369,1680,6,5,1,3,1,7,0,0,201,91500,1890.0,1218,1.5,1,0,0,0,0,0,1,0,0,1,0
2370,1680,6,7,1,3,1,7,0,2,0,118000,1890.0,1218,2.0,1,1,1,0,0,0,1,0,0,1,0
2371,1680,6,5,1,2,1,5,0,2,0,89000,1431.0,948,1.5,1,1,0,0,0,0,1,0,0,1,0
2372,1680,6,5,1,3,1,6,0,2,352,108000,1617.0,1092,1.5,1,1,0,0,0,0,1,0,0,1,0
2373,1680,6,5,1,2,1,5,1,2,0,94500,1470.0,987,1.5,1,1,0,0,0,0,1,0,0,1,0
2374,4043,6,5,1,2,1,4,1,2,0,146300,2138.0,1069,2.5,1,1,1,0,0,0,1,0,0,0,1
2375,7514,5,7,1,3,1,6,1,2,0,145000,2330.0,1387,2.0,1,1,1,0,1,0,1,0,0,0,0
2376,7838,5,5,1,3,1,6,1,2,175,123000,1764.0,900,2.0,1,1,1,0,0,0,1,0,0,0,0
2377,2280,7,7,1,2,1,4,0,2,0,137500,2110.0,1055,3.0,1,1,1,0,0,0,1,0,0,1,0
2378,2179,6,5,1,3,1,6,1,2,0,144000,2311.0,1456,2.5,1,1,1,0,0,0,1,0,0,1,0
2379,16737,9,5,1,3,1,8,1,2,194,315000,3960.0,1980,3.0,1,1,1,0,1,1,1,0,0,0,0
2380,16387,9,5,1,4,1,11,1,2,0,412083,4327.0,2589,3.5,1,1,0,0,0,1,0,0,0,0,0
2381,16259,9,5,1,4,1,9,0,2,240,342643,3845.0,2596,3.5,1,1,1,0,0,1,0,0,0,0,0
2382,16163,8,5,1,2,1,6,1,2,0,252000,3236.0,1618,2.0,1,1,0,0,0,1,1,0,0,0,0
2383,13891,10,5,1,2,1,7,1,2,216,465000,4152.0,2076,3.5,1,1,1,0,0,1,0,0,0,0,0
2384,12228,7,5,1,4,1,8,0,2,0,293000,3461.0,1740,2.0,1,1,1,0,0,1,0,0,0,0,0
2385,14780,9,5,1,2,1,7,1,2,354,415000,3736.0,1868,3.0,1,1,1,0,0,1,1,0,0,0,0
2386,16033,9,5,1,3,1,8,1,2,519,326000,3683.0,1850,3.0,1,1,1,0,1,1,1,0,0,0,0
2387,14215,8,5,1,4,1,9,1,2,240,325300,3534.0,2376,3.5,1,1,1,0,1,1,0,0,0,0,0
2388,13418,8,5,1,4,1,9,1,2,113,309000,3569.0,2452,3.5,1,1,1,0,1,1,1,0,0,0,0
2389,13975,9,5,1,4,1,10,1,2,148,300000,3296.0,2206,2.5,1,1,1,0,1,1,0,0,0,0,0
2390,10240,8,5,1,3,1,8,1,2,192,275500,3128.0,2098,2.5,1,1,1,0,0,1,1,0,0,0,0
2391,9942,9,5,1,3,1,8,1,2,194,338500,3697.0,2091,3.5,1,1,1,0,1,1,0,0,0,0,0
2392,11924,9,5,1,4,1,11,2,2,147,345000,3499.0,2324,4.0,1,1,1,0,1,1,0,0,0,0,0
2393,12867,8,5,1,3,1,8,1,2,243,344133,3462.0,2253,2.5,1,1,1,0,1,1,0,0,0,0,0
2394,10672,8,5,1,4,1,10,1,2,176,298236,3443.0,2389,2.5,1,1,1,0,0,1,0,0,0,0,0
2395,11643,8,5,1,4,1,10,1,2,120,329900,3882.0,2358,3.5,1,1,1,0,1,1,0,0,0,0,0
2396,12378,9,5,1,3,1,8,3,2,208,360000,3840.0,1944,3.0,1,1,1,0,1,1,1,0,0,0,0
2397,11065,8,5,1,3,1,8,1,2,177,281000,3055.0,1970,2.5,1,1,1,0,0,1,0,0,0,0,0
2398,13758,9,5,1,2,1,6,1,2,204,372397,3584.0,1792,3.0,1,1,1,0,1,1,0,0,0,0,0
2399,14828,9,5,1,2,1,7,1,2,144,378000,3560.0,1780,3.0,1,1,1,0,1,1,1,0,0,0,0
2400,11846,9,5,1,2,1,6,1,2,206,374000,3584.0,1792,3.0,1,1,1,0,1,1,1,0,0,0,0
2401,20431,9,5,1,4,1,10,2,2,0,437154,4576.0,2728,3.5,1,1,0,0,1,1,0,0,0,0,0
2402,10927,8,5,1,3,1,8,1,2,179,275000,2962.0,1904,3.5,1,1,1,0,0,1,1,0,0,0,0
2403,13215,8,5,1,3,1,9,1,2,168,279000,3334.0,1914,3.5,1,1,1,0,0,1,1,0,0,0,0
2404,7052,7,5,1,2,1,6,1,2,192,185850,2728.0,1364,3.0,1,1,1,0,0,1,1,0,0,0,1
2405,5911,9,5,1,2,1,6,1,2,196,282500,3125.0,1565,3.0,1,1,1,0,0,1,1,0,0,0,1
2406,6955,7,5,1,2,1,6,1,2,132,202500,2736.0,1368,2.0,1,1,1,0,1,1,0,0,0,0,1
2407,6792,7,5,1,2,1,6,1,2,132,202665,2736.0,1368,2.0,1,1,1,0,1,1,0,0,0,0,1
2408,7740,9,5,1,1,1,6,1,2,266,332200,3372.0,1686,3.0,1,1,1,0,0,1,0,0,0,0,1
2409,6373,9,5,1,2,1,6,1,2,228,310090,3332.0,1666,3.0,1,1,1,0,0,1,0,0,0,0,1
2410,3136,7,5,1,2,1,6,1,2,148,171750,2810.0,1405,2.0,1,1,1,0,0,1,1,0,0,0,1
2411,10237,6,5,1,3,1,6,1,2,100,169990,2632.0,1316,2.0,1,1,1,0,1,1,0,0,0,0,0
2412,10237,6,5,1,3,1,8,1,2,0,170440,2184.0,1456,2.5,1,1,1,0,1,1,0,0,0,0,0
2413,10237,7,5,1,3,1,8,0,2,0,169985,2230.0,1492,2.5,1,1,1,0,0,1,0,0,0,0,0
2414,17104,7,5,1,3,1,7,1,2,100,179665,2150.0,1496,3.5,1,1,1,0,0,1,0,0,0,0,0
2415,14054,7,5,1,4,1,9,1,2,100,219210,2742.0,1863,2.5,1,1,1,0,0,1,0,0,0,0,0
2416,11660,6,5,1,3,1,6,0,2,100,174190,2652.0,1326,2.0,1,1,0,0,0,1,0,0,0,0,0
2417,15578,6,5,1,3,1,8,0,2,0,172785,2184.0,1456,2.5,1,1,0,0,0,1,0,0,0,0,0
2418,11631,8,5,1,4,1,9,1,2,120,258000,3425.0,2373,2.5,1,1,1,0,1,1,0,0,0,0,0
2419,9073,7,5,1,3,1,8,0,2,100,185101,2230.0,1492,2.5,1,1,1,0,0,1,0,0,0,0,0
2420,3087,7,5,1,2,1,6,1,2,100,210250,2584.0,1364,3.0,1,1,1,0,0,1,0,0,0,0,1
2421,3196,7,5,1,2,1,7,1,2,143,234000,2931.0,1557,2.0,1,1,1,0,1,1,1,0,0,0,1
2422,3196,8,5,1,2,1,7,1,2,143,215000,2729.0,1456,2.0,1,1,1,0,0,1,1,0,0,0,1
2423,2938,7,5,1,2,1,5,1,2,130,246990,2879.0,1511,3.0,1,1,1,0,0,1,1,0,0,0,1
2424,3072,7,5,1,2,1,6,1,2,144,178740,2789.0,1414,2.0,1,1,1,0,0,1,1,0,0,0,1
2425,3072,7,5,1,2,1,7,1,2,143,225000,2913.0,1548,3.0,1,1,1,0,0,1,1,0,0,0,1
2426,3010,7,5,1,2,1,5,0,2,108,167240,2496.0,1248,2.0,1,1,0,0,1,1,0,0,0,0,1
2427,3010,7,5,1,2,1,6,0,2,90,156820,2284.0,1142,2.0,1,1,0,0,1,1,0,0,0,0,1
2428,3013,7,5,1,2,1,6,1,2,142,213490,2868.0,1506,2.0,1,1,1,0,0,1,1,0,0,0,1
2429,3982,8,5,1,1,1,7,1,2,312,264561,3087.0,1567,3.0,1,1,0,0,0,1,0,0,0,0,1
2430,4045,7,5,1,2,1,6,1,2,161,246578,2856.0,1500,3.0,1,1,1,0,0,1,0,0,0,0,1
2431,21930,5,5,1,4,1,7,1,2,100,192140,2570.0,1838,2.5,1,1,1,0,0,1,1,0,0,0,0
2432,7861,6,5,1,3,1,7,1,2,100,183200,2292.0,1509,3.5,1,1,1,0,1,1,1,0,0,0,0
2433,9056,8,5,1,3,1,6,1,2,100,178000,2121.0,1414,2.5,1,1,1,0,0,1,1,0,0,0,0
2434,9171,7,5,1,3,1,7,1,2,100,201490,2446.0,1598,2.5,1,1,1,0,1,1,1,0,0,0,0
2435,11194,8,5,1,3,1,7,1,2,188,230500,3342.0,1936,2.5,1,1,1,0,0,0,1,0,0,0,0
2436,7875,7,5,1,3,1,8,1,2,0,180000,2292.0,1509,2.5,1,1,1,0,0,1,1,0,0,0,0
2437,8121,6,5,1,3,1,7,1,2,100,172400,2617.0,1664,2.5,1,1,1,0,0,0,1,0,0,0,0
2438,8658,6,5,1,3,1,9,1,2,0,215000,2871.0,1889,2.5,1,1,0,0,0,0,1,0,0,0,0
2439,11214,7,5,1,4,1,10,1,2,89,199900,2816.0,1886,2.5,1,1,0,0,1,0,1,0,0,0,0
2440,10852,6,5,1,3,1,7,1,2,0,173000,2630.0,1671,3.5,1,1,1,0,0,0,1,0,0,0,0
2441,12104,7,5,1,4,1,8,0,2,400,287602,3357.0,2322,3.5,1,1,1,0,0,1,0,0,0,0,0
2442,8738,7,5,1,4,1,8,1,2,192,230000,3266.0,2291,2.5,1,1,0,0,0,0,1,0,0,0,0
2443,9452,8,5,1,3,1,7,1,2,0,348000,3788.0,2392,3.5,1,1,1,0,1,0,1,0,0,0,0
2444,9660,8,5,1,3,1,7,1,2,210,286000,3020.0,1976,3.5,1,1,1,0,0,0,1,0,0,0,0
2445,9545,8,5,1,3,1,7,1,2,0,300000,3394.0,2234,3.5,1,1,1,0,0,0,1,0,0,0,0
2446,35760,10,5,1,4,1,10,1,2,361,625000,5557.0,3627,4.5,1,1,1,0,1,0,1,0,0,0,0
2447,9233,9,5,1,4,1,9,1,2,247,405000,4395.0,2855,3.5,1,1,1,0,0,0,1,0,0,0,0
2448,12011,8,5,1,3,1,7,1,2,208,280000,3010.0,1924,3.5,1,1,1,0,0,0,1,0,0,0,0
